X,Y
11.568271349622144,11.24465972841982
9.925451435873857,10.001501242564126
8.184806888515515,4.893457025103606
8.944471546374366,7.036187284284436
10.087362054577241,9.330419854661997
9.69917806311314,9.10562585641322
9.149790839285869,8.724722965063359
7.780596187441475,6.475340888907681
7.615499987676075,6.46005834326584
8.57017114031255,6.963432893461148
8.640601892534306,7.35479642510759
9.143075548067177,8.42045383145749
10.188963720960736,9.296042350516787
8.359152763759004,7.448722047611681
7.58503369586343,6.657745526710977
8.73469407099049,8.453285159503196
9.951403291560439,8.379384782346824
9.80421445788877,8.460751542963271
9.848865726331761,9.53923753149143
9.655009424296916,8.442063756005542
9.754523271623915,9.511525592207905
8.515896448638227,7.3392517014804035
10.301573784519565,10.571612658200191
8.158879164130626,7.410868906875247
9.75186391608768,8.07774418110789
10.548456304174385,9.803260065398073
8.116366363452785,6.9740990796749465
6.730028612842991,5.573189967760702
8.110545411253385,7.278135769778648
9.065197155502434,7.519099863176883
7.191378093687853,6.386059572337452
9.956000861621606,10.061856842431478
10.02039923738044,9.860660044621111
7.761611759868167,6.149069886387555
9.30049974948697,8.77153818395631
7.798104672135329,6.605890672731367
8.807918696846778,8.70964309463836
9.755390535871838,8.23225207688643
9.913569443819595,8.741362952784547
7.7208614575209245,5.365777617832868
10.86908832448218,8.785089895195824
8.374907298907225,6.869461909223775
9.31121214055079,8.300959960526207
7.982786222228146,6.2828439734276476
7.969278637139571,6.0777743944332645
8.678292265301701,9.555522973139604
10.326387920610115,10.370173403737518
10.074692619756162,9.126964858430872
8.554665974483534,8.100527093613236
9.973057373613441,10.581311779357414
8.300514432859028,6.826590092467281
8.648384300921615,7.359740050048743
11.8352702508206,11.208769870738664
10.998043574062946,11.145707268937414
9.394796593733412,9.472030813848534
9.46153860711803,8.59509110388331
8.981790342379135,7.775829895034758
10.05151195534547,9.49925497857735
9.428578929597373,9.982033851568772
8.753303252405257,6.724832245432408
10.538918266798866,11.127017150164308
8.631341421601483,6.33725051248911
8.282479143268699,7.044866877873224
6.245980168825986,4.639228337856843
8.749822896171217,7.486170880792092
9.164229824001772,9.831546886045743
9.988098564305115,8.792749752111195
8.261728381755049,6.922631293023699
9.994953852561828,7.736692406590495
7.458063790914752,5.33032189590234
8.683592281421456,8.636671007575075
10.239209462015246,11.995719245941263
8.753197344476305,7.156588869966919
7.757682885329528,6.9870594398422154
9.789568478140119,6.433920782538072
7.694335598565295,6.183103985741003
8.664754596352275,6.917858380668646
9.079375364661256,9.966823933726348
9.531701474498565,9.642963044608168
10.301130909283449,9.33833550435788
6.849291618398238,5.038732654342796
8.000364782324857,5.488242993363413
10.62038073946173,12.308847615979987
8.825616657101119,7.737824203694089
8.970803807161685,8.867297118958852
10.693616623100485,7.179354289795658
9.136821484361217,7.839451599651772
9.438635470060365,9.237148073664972
9.448259317545634,9.205467106666923
8.351419164170643,5.4834011962436815
9.62709084853814,8.635080749348672
8.035531566010146,6.3599273476933655
10.197492581426289,10.174969180594083
7.658988660314623,6.217053795774163
8.049235571045385,7.652928691844598
8.947393587292959,7.365607167470211
7.979187040887711,5.547909788501103
9.213261868496485,7.5950096799523035
8.9155041136379,7.193705276263151
9.132475909595874,9.419114352385595
7.253135701644302,8.546816788176862
11.290310165191332,11.724008306387507
10.038062792849654,8.270018703579058
8.20873761028289,6.614692044081332
8.795913569588237,8.185597305316282
8.693568727020557,8.968056557156322
8.19836105598822,6.356835641150816
6.786574260420802,6.415153611482972
8.247936012546168,6.652139056096974
9.552199070887685,8.205797300131627
8.220684716049805,5.913482797217172
6.916913091188978,5.112501290517873
7.050396602436219,4.990698302922349
9.431672901648435,8.946881339024259
9.501699349049662,7.568005918955701
9.42652787699011,8.94776856271912
10.655280239516813,10.14104739612139
7.987517014948127,6.810873354187327
10.451598193682312,9.631377163967496
7.590658474935216,5.057397405611113
8.911377093105555,7.76724591960733
9.362331960946165,7.412961763189754
10.087591418716524,10.12941418128975
9.979864726431508,9.382439199518895
8.60207826324923,7.98764848896541
7.469177366232781,6.508835678183485
9.663645941131634,7.9050741260601605
7.963881498955998,6.055232007404393
9.691660045755668,6.704598340998452
9.406937208416027,8.129892248514333
8.32040412146739,5.888196256868309
7.652870884666282,6.196688973474996
8.026091306411166,7.170008595910072
8.42076633717368,8.426248845882572
8.558040451912488,9.16283322278068
9.217711929590052,8.300107102786178
10.63552278089373,11.246823566830827
8.842207621359268,8.382966286018073
8.14559826497442,7.572780136982123
9.480445264597499,7.858510060399138
8.267320511780328,7.1661733908862
9.457561554925302,7.6513464928469475
10.015308711405446,9.485923329034474
8.200762528841093,8.083752347662806
9.497384717492828,8.91484176042917
10.78027061552187,10.896042551024756
10.000742557514723,10.477395981552206
9.904925953148666,8.145333915131356
10.293216688839012,9.05087339432416
8.359377138105716,8.703415056921123
7.881795464279329,6.918279017094332
9.679625509006646,7.844637575494369
9.76355262747629,9.98519760616207
6.597572228311757,6.645721011510836
9.20865540014277,7.45684500879625
9.409636814473355,7.433602704276039
9.466208748935536,7.549288230181372
